signal_time,direction,active_module_mask,module_score,position_state_at_signal_close,active_trade_id_at_signal_close,resolution,trade_id,entry_time,closed,censored_at_end,module,symbol
2026-01-29,Long,8,1,FLAT,,FILLED,2,2026-01-30,True,False,meanrev,SHOP
2024-05-01,Long,8,1,FLAT,,FILLED,1,2024-05-02,True,False,meanrev,UBER
2024-08-06,Long,8,1,FLAT,,FILLED,2,2024-08-07,True,False,meanrev,UBER
2023-08-22,Long,8,1,FLAT,,FILLED,1,2023-08-23,True,False,meanrev,ABNB
2023-08-25,Long,8,1,Long,1,IGNORED_POSITION_OPEN,,,,,meanrev,ABNB
2025-03-12,Long,8,1,FLAT,,FILLED,1,2025-03-13,True,False,meanrev,CRWD
2026-01-07,Long,8,1,FLAT,,FILLED,2,2026-01-08,True,False,meanrev,CRWD
2023-08-14,Long,8,1,FLAT,,FILLED,1,2023-08-15,True,False,meanrev,PANW
2025-01-15,Long,8,1,FLAT,,FILLED,2,2025-01-16,True,False,meanrev,PANW
2024-04-19,Long,8,1,FLAT,,FILLED,1,2024-04-22,True,False,meanrev,JPM
2025-03-14,Long,8,1,FLAT,,FILLED,2,2025-03-17,True,False,meanrev,JPM
2026-03-17,Long,8,1,FLAT,,FILLED,1,2026-03-18,True,False,meanrev,GS
2024-08-08,Long,8,1,FLAT,,FILLED,1,2024-08-09,True,False,meanrev,BAC
2023-10-02,Long,8,1,FLAT,,FILLED,1,2023-10-03,True,False,meanrev,V
2023-10-04,Long,8,1,Long,1,IGNORED_POSITION_OPEN,,,,,meanrev,V
2024-05-06,Long,8,1,FLAT,,FILLED,1,2024-05-07,True,False,meanrev,MA
2025-03-17,Long,8,1,FLAT,,FILLED,2,2025-03-18,True,False,meanrev,MA
2023-03-21,Long,8,1,FLAT,,FILLED,1,2023-03-22,True,False,meanrev,CAT
2024-12-24,Long,8,1,FLAT,,FILLED,2,2024-12-26,True,False,meanrev,CAT
2025-01-13,Long,8,1,FLAT,,FILLED,3,2025-01-14,True,False,meanrev,CAT
2026-08-03,Long,8,1,FLAT,,FILLED,4,2026-08-04,True,False,meanrev,CAT
2024-12-19,Long,8,1,FLAT,,FILLED,1,2024-12-20,True,False,meanrev,GE
2026-03-25,Long,8,1,FLAT,,FILLED,2,2026-03-26,True,False,meanrev,GE
2022-02-28,Long,8,1,FLAT,,FILLED,1,2022-03-01,True,False,meanrev,DE
2026-09-16,Long,8,1,FLAT,,FILLED_BUT_CENSORED_AT_END,1,2026-09-17,False,True,meanrev,RTX
2026-09-21,Long,8,1,Long,1,IGNORED_POSITION_OPEN,,,,,meanrev,RTX
2023-03-20,Long,8,1,FLAT,,FILLED,1,2023-03-21,True,False,meanrev,XOM
2022-06-27,Long,8,1,FLAT,,FILLED,1,2022-06-28,True,False,meanrev,CVX
2022-10-03,Long,8,1,FLAT,,FILLED,2,2022-10-04,True,False,meanrev,CVX
2024-05-17,Long,8,1,FLAT,,FILLED,1,2024-05-20,True,False,meanrev,COP
2024-05-28,Long,8,1,FLAT,,FILLED,2,2024-05-29,True,False,meanrev,COP
2022-01-28,Long,8,1,FLAT,,FILLED,1,2022-01-31,True,False,meanrev,LLY
2024-08-06,Long,8,1,FLAT,,FILLED,2,2024-08-07,True,False,meanrev,LLY
2024-11-08,Long,8,1,FLAT,,FILLED,3,2024-11-11,True,False,meanrev,LLY
2025-03-17,Long,8,1,FLAT,,FILLED,1,2025-03-18,True,False,meanrev,WMT
2026-06-03,Long,8,1,FLAT,,FILLED,2,2026-06-04,True,False,meanrev,WMT
2022-01-24,Long,8,1,FLAT,,FILLED,1,2022-01-25,True,False,meanrev,HD
2024-12-24,Long,8,1,FLAT,,FILLED,2,2024-12-26,True,False,meanrev,HD
2025-10-14,Long,8,1,FLAT,,FILLED,3,2025-10-15,True,False,meanrev,HD
2021-12-21,Long,1,1,FLAT,,FILLED,1,2021-12-22,True,False,pullback,NVDA
2022-02-15,Long,1,1,FLAT,,FILLED,2,2022-02-16,True,False,pullback,NVDA
2023-11-02,Long,1,1,FLAT,,FILLED,3,2023-11-03,True,False,pullback,NVDA
2023-11-03,Long,1,1,Long,3,IGNORED_POSITION_OPEN,,,,,pullback,NVDA
2024-04-25,Long,1,1,FLAT,,FILLED,4,2024-04-26,True,False,pullback,NVDA
2024-07-31,Long,1,1,FLAT,,FILLED,5,2024-08-01,True,False,pullback,NVDA
2024-08-13,Long,1,1,FLAT,,FILLED,6,2024-08-14,True,False,pullback,NVDA
2024-09-11,Long,1,1,FLAT,,FILLED,7,2024-09-12,True,False,pullback,NVDA
2025-09-18,Long,1,1,FLAT,,FILLED,8,2025-09-19,True,False,pullback,NVDA
2026-04-08,Long,1,1,FLAT,,FILLED,9,2026-04-09,True,False,pullback,NVDA
2026-06-08,Long,1,1,FLAT,,FILLED,10,2026-06-09,True,False,pullback,NVDA
2026-07-08,Long,1,1,FLAT,,FILLED,11,2026-07-09,True,False,pullback,NVDA
2021-12-15,Long,1,1,FLAT,,FILLED,1,2021-12-16,True,False,pullback,AMD
2021-12-21,Long,1,1,FLAT,,FILLED,2,2021-12-22,True,False,pullback,AMD
2024-05-24,Long,1,1,FLAT,,FILLED,3,2024-05-28,True,False,pullback,AMD
2025-12-01,Long,1,1,FLAT,,FILLED,4,2025-12-02,True,False,pullback,AMD
2025-12-05,Long,1,1,FLAT,,FILLED,5,2025-12-08,True,False,pullback,AMD
2022-03-02,Long,1,1,FLAT,,FILLED,1,2022-03-03,True,False,pullback,MU
2023-11-01,Long,1,1,FLAT,,FILLED,2,2023-11-02,True,False,pullback,MU
2024-02-22,Long,1,1,FLAT,,FILLED,3,2024-02-23,True,False,pullback,MU
2025-08-07,Long,1,1,FLAT,,FILLED,4,2025-08-08,True,False,pullback,MU
2026-04-08,Long,1,1,FLAT,,FILLED,5,2026-04-09,True,False,pullback,MU
2026-07-21,Long,1,1,FLAT,,FILLED,6,2026-07-22,True,False,pullback,MU
2026-08-04,Long,1,1,FLAT,,FILLED,7,2026-08-05,True,False,pullback,MU
2022-02-01,Long,1,1,FLAT,,FILLED,1,2022-02-02,True,False,pullback,AVGO
2022-02-15,Long,1,1,FLAT,,FILLED,2,2022-02-16,True,False,pullback,AVGO
2022-02-25,Long,1,1,FLAT,,FILLED,3,2022-02-28,True,False,pullback,AVGO
2022-03-09,Long,1,1,FLAT,,FILLED,4,2022-03-10,True,False,pullback,AVGO
2022-03-15,Long,1,1,FLAT,,FILLED,5,2022-03-16,True,False,pullback,AVGO
2023-08-21,Long,1,1,FLAT,,FILLED,6,2023-08-22,True,False,pullback,AVGO
2024-04-25,Long,1,1,FLAT,,FILLED,7,2024-04-26,True,False,pullback,AVGO
2024-06-04,Long,1,1,FLAT,,FILLED,8,2024-06-05,True,False,pullback,AVGO
2024-06-05,Long,1,1,Long,8,IGNORED_POSITION_OPEN,,,,,pullback,AVGO
2024-07-31,Long,1,1,FLAT,,FILLED,9,2024-08-01,True,False,pullback,AVGO
2024-08-13,Long,1,1,FLAT,,FILLED,10,2024-08-14,True,False,pullback,AVGO
2024-09-11,Long,1,1,FLAT,,FILLED,11,2024-09-12,True,False,pullback,AVGO
2025-04-24,Long,1,1,FLAT,,FILLED,12,2025-04-25,True,False,pullback,AVGO
2026-06-18,Long,1,1,FLAT,,FILLED,13,2026-06-22,True,False,pullback,AVGO
2026-07-09,Long,1,1,FLAT,,FILLED,14,2026-07-10,True,False,pullback,AVGO
2023-08-21,Long,1,1,FLAT,,FILLED,1,2023-08-22,True,False,pullback,MRVL
2023-12-11,Long,1,1,FLAT,,FILLED,2,2023-12-12,True,False,pullback,MRVL
2025-02-19,Long,1,1,FLAT,,FILLED,3,2025-02-20,True,False,pullback,MRVL
2025-11-24,Long,1,1,FLAT,,FILLED,4,2025-11-25,True,False,pullback,MRVL
2025-11-26,Long,1,1,FLAT,,FILLED,5,2025-11-28,True,False,pullback,MRVL
2026-07-08,Long,1,1,FLAT,,FILLED,6,2026-07-09,True,False,pullback,MRVL
2022-01-31,Long,1,1,FLAT,,FILLED,1,2022-02-01,True,False,pullback,QCOM
2024-04-24,Long,1,1,FLAT,,FILLED,2,2024-04-25,True,False,pullback,QCOM
2025-11-28,Long,1,1,FLAT,,FILLED,3,2025-12-01,True,False,pullback,QCOM
2026-07-09,Long,1,1,FLAT,,FILLED,1,2026-07-10,True,False,pullback,ARM
2026-08-06,Long,1,1,FLAT,,FILLED,2,2026-08-07,True,False,pullback,ARM
2022-02-02,Long,1,1,FLAT,,FILLED,1,2022-02-03,True,False,pullback,SMCI
2022-10-20,Long,1,1,FLAT,,FILLED,2,2022-10-21,True,False,pullback,SMCI
2023-08-10,Long,1,1,FLAT,,FILLED,3,2023-08-11,True,False,pullback,SMCI
2023-08-23,Long,1,1,FLAT,,FILLED,4,2023-08-24,True,False,pullback,SMCI
2023-09-08,Long,1,1,FLAT,,FILLED,5,2023-09-11,True,False,pullback,SMCI
2023-09-13,Long,1,1,FLAT,,FILLED,6,2023-09-14,True,False,pullback,SMCI
2024-04-29,Long,1,1,FLAT,,FILLED,7,2024-04-30,True,False,pullback,SMCI
2024-06-27,Long,1,1,FLAT,,FILLED,8,2024-06-28,True,False,pullback,SMCI
2024-07-03,Long,1,1,FLAT,,FILLED,9,2024-07-05,True,False,pullback,SMCI
2023-03-01,Long,1,1,FLAT,,FILLED,1,2023-03-02,True,False,pullback,TSM
2024-04-25,Long,1,1,FLAT,,FILLED,2,2024-04-26,True,False,pullback,TSM
2024-08-08,Long,1,1,FLAT,,FILLED,3,2024-08-09,True,False,pullback,TSM
2024-09-11,Long,1,1,FLAT,,FILLED,4,2024-09-12,True,False,pullback,TSM
2024-11-14,Long,1,1,FLAT,,FILLED,5,2024-11-15,True,False,pullback,TSM
2025-11-24,Long,1,1,FLAT,,FILLED,6,2025-11-25,True,False,pullback,TSM
2026-03-17,Long,1,1,FLAT,,FILLED,7,2026-03-18,True,False,pullback,TSM
2026-03-24,Long,1,1,FLAT,,FILLED,8,2026-03-25,True,False,pullback,TSM
2026-04-01,Long,1,1,FLAT,,FILLED,9,2026-04-02,True,False,pullback,TSM
2026-04-06,Long,1,1,FLAT,,FILLED,10,2026-04-07,True,False,pullback,TSM
2023-03-03,Long,1,1,FLAT,,FILLED,1,2023-03-06,True,False,pullback,ASML
2023-03-16,Long,1,1,FLAT,,FILLED,2,2023-03-17,True,False,pullback,ASML
2025-11-24,Long,1,1,FLAT,,FILLED,3,2025-11-25,True,False,pullback,ASML
2026-03-23,Long,1,1,FLAT,,FILLED,4,2026-03-24,True,False,pullback,ASML
2026-04-01,Long,1,1,FLAT,,FILLED,5,2026-04-02,True,False,pullback,ASML
2022-01-28,Long,1,1,FLAT,,FILLED,1,2022-01-31,True,False,pullback,AAPL
2022-03-21,Long,1,1,FLAT,,FILLED,2,2022-03-22,True,False,pullback,AAPL
2022-09-12,Long,1,1,FLAT,,FILLED,3,2022-09-13,True,False,pullback,AAPL
2023-10-09,Long,1,1,FLAT,,FILLED,4,2023-10-10,True,False,pullback,AAPL
2023-11-02,Long,1,1,FLAT,,FILLED,5,2023-11-03,True,False,pullback,AAPL
2024-02-06,Long,1,1,FLAT,,FILLED,6,2024-02-07,True,False,pullback,AAPL
2024-02-09,Long,1,1,FLAT,,FILLED,7,2024-02-12,True,False,pullback,AAPL
2024-08-08,Long,1,1,FLAT,,FILLED,8,2024-08-09,True,False,pullback,AAPL
2025-01-28,Long,1,1,FLAT,,FILLED,9,2025-01-29,True,False,pullback,AAPL
2025-03-07,Long,1,1,FLAT,,FILLED,10,2025-03-10,True,False,pullback,AAPL
2026-02-23,Long,1,1,FLAT,,FILLED,11,2026-02-24,True,False,pullback,AAPL
2026-04-06,Long,1,1,FLAT,,FILLED,12,2026-04-07,True,False,pullback,AAPL
2026-04-08,Long,1,1,FLAT,,FILLED,13,2026-04-09,True,False,pullback,AAPL
2026-07-01,Long,1,1,FLAT,,FILLED,14,2026-07-02,True,False,pullback,AAPL
2026-08-18,Long,1,1,FLAT,,FILLED,15,2026-08-19,True,False,pullback,AAPL
2021-12-21,Long,1,1,FLAT,,FILLED,1,2021-12-22,True,False,pullback,MSFT
2024-05-06,Long,1,1,FLAT,,FILLED,2,2024-05-07,True,False,pullback,MSFT
2025-01-17,Long,1,1,FLAT,,FILLED,3,2025-01-21,True,False,pullback,MSFT
2025-09-12,Long,1,1,FLAT,,FILLED,4,2025-09-15,True,False,pullback,MSFT
2026-01-27,Long,1,1,FLAT,,FILLED,5,2026-01-28,True,False,pullback,MSFT
2023-07-12,Long,1,1,FLAT,,FILLED,1,2023-07-13,True,False,pullback,GOOGL
2023-09-25,Long,1,1,FLAT,,FILLED,2,2023-09-26,True,False,pullback,GOOGL
2023-09-28,Long,1,1,FLAT,,FILLED,3,2023-09-29,True,False,pullback,GOOGL
2023-10-02,Long,1,1,Long,3,IGNORED_POSITION_OPEN,,,,,pullback,GOOGL
2023-11-08,Long,1,1,FLAT,,FILLED,4,2023-11-09,True,False,pullback,GOOGL
2024-12-02,Long,1,1,FLAT,,FILLED,5,2024-12-03,True,False,pullback,GOOGL
2026-04-07,Long,1,1,FLAT,,FILLED,6,2026-04-08,True,False,pullback,GOOGL
2026-06-15,Long,1,1,FLAT,,FILLED,7,2026-06-16,True,False,pullback,GOOGL
2026-07-01,Long,1,1,FLAT,,FILLED,8,2026-07-02,True,False,pullback,GOOGL
2023-08-23,Long,1,1,FLAT,,FILLED,1,2023-08-24,True,False,pullback,META
2023-08-29,Long,1,1,FLAT,,FILLED,2,2023-08-30,True,False,pullback,META
2024-05-08,Long,1,1,FLAT,,FILLED,3,2024-05-09,True,False,pullback,META
2024-05-09,Long,1,1,Long,3,IGNORED_POSITION_OPEN,,,,,pullback,META
2024-08-06,Long,1,1,FLAT,,FILLED,4,2024-08-07,True,False,pullback,META
2025-01-02,Long,1,1,FLAT,,FILLED,5,2025-01-03,True,False,pullback,META
2025-01-15,Long,1,1,FLAT,,FILLED,6,2025-01-16,True,False,pullback,META
2021-12-07,Long,1,1,FLAT,,FILLED,1,2021-12-08,True,False,pullback,AMZN
2021-12-15,Long,1,1,FLAT,,FILLED,2,2021-12-16,True,False,pullback,AMZN
2023-10-11,Long,1,1,FLAT,,FILLED,3,2023-10-12,True,False,pullback,AMZN
2024-04-26,Long,1,1,FLAT,,FILLED,4,2024-04-29,True,False,pullback,AMZN
2024-05-01,Long,1,1,FLAT,,FILLED,5,2024-05-02,True,False,pullback,AMZN
2024-07-31,Long,1,1,FLAT,,FILLED,6,2024-08-01,True,False,pullback,AMZN
2025-08-06,Long,1,1,FLAT,,FILLED,7,2025-08-07,True,False,pullback,AMZN
2025-11-25,Long,1,1,FLAT,,FILLED,8,2025-11-26,True,False,pullback,AMZN
2023-08-23,Long,1,1,FLAT,,FILLED,1,2023-08-24,True,False,pullback,NFLX
2024-05-06,Long,1,1,FLAT,,FILLED,2,2024-05-07,True,False,pullback,NFLX
2025-01-17,Long,1,1,FLAT,,FILLED,3,2025-01-21,True,False,pullback,NFLX
2025-03-17,Long,1,1,FLAT,,FILLED,4,2025-03-18,True,False,pullback,NFLX
2025-03-19,Long,1,1,FLAT,,FILLED,5,2025-03-20,True,False,pullback,NFLX
2025-07-21,Long,1,1,FLAT,,FILLED,6,2025-07-22,True,False,pullback,NFLX
2025-08-08,Long,1,1,FLAT,,FILLED,7,2025-08-11,True,False,pullback,NFLX
2025-10-08,Long,1,1,FLAT,,FILLED,8,2025-10-09,True,False,pullback,NFLX
2023-08-14,Long,1,1,FLAT,,FILLED,1,2023-08-15,True,False,pullback,ORCL
2023-11-06,Long,1,1,FLAT,,FILLED,2,2023-11-07,True,False,pullback,ORCL
2023-12-07,Long,1,1,FLAT,,FILLED,3,2023-12-08,True,False,pullback,ORCL
2024-02-23,Long,1,1,FLAT,,FILLED,4,2024-02-26,True,False,pullback,ORCL
2024-02-27,Long,1,1,FLAT,,FILLED,5,2024-02-28,True,False,pullback,ORCL
2024-08-13,Long,1,1,FLAT,,FILLED,6,2024-08-14,True,False,pullback,ORCL
2024-12-11,Long,1,1,FLAT,,FILLED,7,2024-12-12,True,False,pullback,ORCL
2025-02-05,Long,1,1,FLAT,,FILLED,8,2025-02-06,True,False,pullback,ORCL
2025-09-05,Long,1,1,FLAT,,FILLED,9,2025-09-08,True,False,pullback,ORCL
2023-11-02,Long,1,1,FLAT,,FILLED,1,2023-11-03,True,False,pullback,CRM
2025-01-21,Long,1,1,FLAT,,FILLED,2,2025-01-22,True,False,pullback,CRM
2023-05-10,Long,1,1,FLAT,,FILLED,1,2023-05-11,True,False,pullback,NOW
2023-08-07,Long,1,1,FLAT,,FILLED,2,2023-08-08,True,False,pullback,NOW
2023-10-09,Long,1,1,FLAT,,FILLED,3,2023-10-10,True,False,pullback,NOW
2023-10-17,Long,1,1,FLAT,,FILLED,4,2023-10-18,True,False,pullback,NOW
2023-10-30,Long,1,1,FLAT,,FILLED,5,2023-10-31,True,False,pullback,NOW
2025-01-15,Long,1,1,FLAT,,FILLED,6,2025-01-16,True,False,pullback,NOW
2023-08-29,Long,1,1,FLAT,,FILLED,1,2023-08-30,True,False,pullback,PLTR
2023-08-30,Long,1,1,Long,1,IGNORED_POSITION_OPEN,,,,,pullback,PLTR
2024-08-06,Long,1,1,FLAT,,FILLED,2,2024-08-07,True,False,pullback,PLTR
2025-03-05,Long,1,1,FLAT,,FILLED,3,2025-03-06,True,False,pullback,PLTR
2025-03-14,Long,1,1,FLAT,,FILLED,4,2025-03-17,True,False,pullback,PLTR
2025-03-19,Long,1,1,FLAT,,FILLED,5,2025-03-20,True,False,pullback,PLTR
2025-04-09,Long,1,1,FLAT,,FILLED,6,2025-04-10,True,False,pullback,PLTR
2025-09-04,Long,1,1,FLAT,,FILLED,7,2025-09-05,True,False,pullback,PLTR
2025-09-08,Long,1,1,FLAT,,FILLED,8,2025-09-09,True,False,pullback,PLTR
2025-12-03,Long,1,1,FLAT,,FILLED,9,2025-12-04,True,False,pullback,PLTR
2026-03-04,Long,1,1,FLAT,,FILLED,10,2026-03-05,True,False,pullback,PLTR
2026-03-12,Long,1,1,FLAT,,FILLED,11,2026-03-13,True,False,pullback,PLTR
2026-03-17,Long,1,1,FLAT,,FILLED,12,2026-03-18,True,False,pullback,PLTR
2026-03-19,Long,1,1,FLAT,,FILLED,13,2026-03-20,True,False,pullback,PLTR
2021-12-22,Long,1,1,FLAT,,FILLED,1,2021-12-23,True,False,pullback,TSLA
2024-08-15,Long,1,1,FLAT,,FILLED,2,2024-08-16,True,False,pullback,TSLA
2024-08-23,Long,1,1,FLAT,,FILLED,3,2024-08-26,True,False,pullback,TSLA
2024-08-30,Long,1,1,FLAT,,FILLED,4,2024-09-03,True,False,pullback,TSLA
2025-07-14,Long,1,1,FLAT,,FILLED,5,2025-07-15,True,False,pullback,TSLA
2026-01-09,Long,1,1,FLAT,,FILLED,6,2026-01-12,True,False,pullback,TSLA
2026-01-22,Long,1,1,FLAT,,FILLED,7,2026-01-23,True,False,pullback,TSLA
2026-06-12,Long,1,1,FLAT,,FILLED,8,2026-06-15,True,False,pullback,TSLA
2024-01-29,Long,1,1,FLAT,,FILLED,1,2024-01-30,True,False,pullback,COIN
2024-11-05,Long,1,1,FLAT,,FILLED,2,2024-11-06,True,False,pullback,COIN
2025-01-03,Long,1,1,FLAT,,FILLED,3,2025-01-06,True,False,pullback,COIN
2025-01-06,Long,1,1,Long,3,IGNORED_POSITION_OPEN,,,,,pullback,COIN
2024-11-04,Long,1,1,FLAT,,FILLED,1,2024-11-05,True,False,pullback,HOOD
2025-03-05,Long,1,1,FLAT,,FILLED,2,2025-03-06,True,False,pullback,HOOD
2025-11-26,Long,1,1,FLAT,,FILLED,3,2025-11-28,True,False,pullback,HOOD
2025-12-02,Long,1,1,FLAT,,FILLED,4,2025-12-03,True,False,pullback,HOOD
2024-01-08,Long,1,1,FLAT,,FILLED,1,2024-01-09,True,False,pullback,ROKU
2024-11-06,Long,1,1,FLAT,,FILLED,2,2024-11-07,True,False,pullback,ROKU
2024-11-18,Long,1,1,FLAT,,FILLED,3,2024-11-19,True,False,pullback,ROKU
2025-03-05,Long,1,1,FLAT,,FILLED,4,2025-03-06,True,False,pullback,ROKU
2025-08-04,Long,1,1,FLAT,,FILLED,5,2025-08-05,True,False,pullback,ROKU
2025-08-06,Long,1,1,FLAT,,FILLED,6,2025-08-07,True,False,pullback,ROKU
2025-08-12,Long,1,1,FLAT,,FILLED,7,2025-08-13,True,False,pullback,ROKU
2026-01-22,Long,1,1,FLAT,,FILLED,8,2026-01-23,True,False,pullback,ROKU
2026-02-27,Long,1,1,FLAT,,FILLED,9,2026-03-02,True,False,pullback,ROKU
2021-12-07,Long,1,1,FLAT,,FILLED,1,2021-12-08,True,False,pullback,SHOP
2024-02-14,Long,1,1,FLAT,,FILLED,2,2024-02-15,True,False,pullback,SHOP
2024-09-11,Long,1,1,FLAT,,FILLED,3,2024-09-12,True,False,pullback,SHOP
2025-01-21,Long,1,1,FLAT,,FILLED,4,2025-01-22,True,False,pullback,SHOP
2025-11-24,Long,1,1,FLAT,,FILLED,5,2025-11-25,True,False,pullback,SHOP
2026-09-21,Long,1,1,FLAT,,NO_NEXT_BAR,,,,,pullback,SHOP
2023-03-14,Long,1,1,FLAT,,FILLED,1,2023-03-15,True,False,pullback,UBER
2023-08-17,Long,1,1,FLAT,,FILLED,2,2023-08-18,True,False,pullback,UBER
2024-08-08,Long,1,1,FLAT,,FILLED,3,2024-08-09,True,False,pullback,UBER
2025-03-17,Long,1,1,FLAT,,FILLED,4,2025-03-18,True,False,pullback,UBER
2025-03-19,Long,1,1,FLAT,,FILLED,5,2025-03-20,True,False,pullback,UBER
2025-04-01,Long,1,1,FLAT,,FILLED,6,2025-04-02,True,False,pullback,UBER
2025-04-11,Long,1,1,FLAT,,FILLED,7,2025-04-14,True,False,pullback,UBER
2021-12-06,Long,1,1,FLAT,,FILLED,1,2021-12-07,True,False,pullback,ABNB
2023-08-29,Long,1,1,FLAT,,FILLED,2,2023-08-30,True,False,pullback,ABNB
2023-09-01,Long,1,1,FLAT,,FILLED,3,2023-09-05,True,False,pullback,ABNB
2023-09-28,Long,1,1,FLAT,,FILLED,4,2023-09-29,True,False,pullback,ABNB
2024-01-05,Long,1,1,FLAT,,FILLED,5,2024-01-08,True,False,pullback,ABNB
2024-04-17,Long,1,1,FLAT,,FILLED,6,2024-04-18,True,False,pullback,ABNB
2024-04-23,Long,1,1,FLAT,,FILLED,7,2024-04-24,True,False,pullback,ABNB
2026-02-02,Long,1,1,FLAT,,FILLED,8,2026-02-03,True,False,pullback,ABNB
2024-06-05,Long,1,1,FLAT,,FILLED,1,2024-06-06,True,False,pullback,CRWD
2025-03-19,Long,1,1,FLAT,,FILLED,2,2025-03-20,True,False,pullback,CRWD
2025-11-25,Long,1,1,FLAT,,FILLED,3,2025-11-26,True,False,pullback,CRWD
2022-01-31,Long,1,1,FLAT,,FILLED,1,2022-02-01,True,False,pullback,PANW
2022-02-04,Long,1,1,FLAT,,FILLED,2,2022-02-07,True,False,pullback,PANW
2022-02-09,Long,1,1,FLAT,,FILLED,3,2022-02-10,True,False,pullback,PANW
2023-05-08,Long,1,1,FLAT,,FILLED,4,2023-05-09,True,False,pullback,PANW
2023-08-25,Long,1,1,FLAT,,FILLED,5,2023-08-28,True,False,pullback,PANW
2023-09-28,Long,1,1,FLAT,,FILLED,6,2023-09-29,True,False,pullback,PANW
2023-11-09,Long,1,1,FLAT,,FILLED,7,2023-11-10,True,False,pullback,PANW
2025-01-22,Long,1,1,FLAT,,FILLED,8,2025-01-23,True,False,pullback,PANW
2025-03-19,Long,1,1,FLAT,,FILLED,9,2025-03-20,True,False,pullback,PANW
2025-05-22,Long,1,1,FLAT,,FILLED,10,2025-05-23,True,False,pullback,PANW
2021-12-07,Long,1,1,FLAT,,FILLED,1,2021-12-08,True,False,pullback,DDOG
2021-12-15,Long,1,1,FLAT,,FILLED,2,2021-12-16,True,False,pullback,DDOG
2024-06-13,Long,1,1,FLAT,,FILLED,3,2024-06-14,True,False,pullback,DDOG
2026-01-28,Long,1,1,FLAT,,FILLED,4,2026-01-29,True,False,pullback,DDOG
2024-04-22,Long,1,1,FLAT,,FILLED,1,2024-04-23,True,False,pullback,JPM
2024-09-19,Long,1,1,FLAT,,FILLED,2,2024-09-20,True,False,pullback,JPM
2024-09-27,Long,1,1,FLAT,,FILLED,3,2024-09-30,True,False,pullback,JPM
2024-10-04,Long,1,1,FLAT,,FILLED,4,2024-10-07,True,False,pullback,JPM
2024-12-20,Long,1,1,FLAT,,FILLED,5,2024-12-23,True,False,pullback,JPM
2025-04-23,Long,1,1,FLAT,,FILLED,6,2025-04-24,True,False,pullback,JPM
2025-10-13,Long,1,1,FLAT,,FILLED,7,2025-10-14,True,False,pullback,JPM
2025-10-15,Long,1,1,FLAT,,FILLED,8,2025-10-16,True,False,pullback,JPM
2025-10-20,Long,1,1,FLAT,,FILLED,9,2025-10-21,True,False,pullback,JPM
2025-10-27,Long,1,1,FLAT,,FILLED,10,2025-10-28,True,False,pullback,JPM
2026-05-22,Long,1,1,FLAT,,FILLED,11,2026-05-26,True,False,pullback,JPM
2021-11-23,Long,1,1,FLAT,,FILLED,1,2021-11-24,True,False,pullback,GS
2024-09-16,Long,1,1,FLAT,,FILLED,2,2024-09-17,True,False,pullback,GS
2025-10-20,Long,1,1,FLAT,,FILLED,3,2025-10-21,True,False,pullback,GS
2025-10-24,Long,1,1,FLAT,,FILLED,4,2025-10-27,True,False,pullback,GS
2026-02-06,Long,1,1,FLAT,,FILLED,5,2026-02-09,True,False,pullback,GS
2026-02-17,Long,1,1,FLAT,,FILLED,6,2026-02-18,True,False,pullback,GS
